date,cod_sku,qt_sold
2026-08-22,K8M2Q1,2
2026-08-22,9P3W7C,2
2026-08-22,B7F4L9,2
2026-08-22,T2N8H4,2
2026-08-22,Z5C1R8,2
2026-08-22,4W6J2P,2
2026-08-22,M9D3K7,16
2026-08-22,X1Q8V3,2
2026-08-22,7H5A2E,2
2026-08-22,F3P9W2,2
2026-08-22,L6K1C8,2
2026-08-22,2Y8N4T,2
2026-08-22,R5B7Q3,2
2026-08-22,9C4M1H,2
2026-08-22,H8Q3N1,37
2026-08-22,V2L9D6,2
2026-08-22,A8T3K5,2
2026-08-22,3G7P2W,2
2026-08-22,E4N8J1,2
2026-08-23,7K2N9A,2
2026-08-23,Q4H8L2,2
2026-08-23,3R1B6M,2
2026-08-23,W9C5TD,2
2026-08-23,5J8P2X,2
2026-08-23,2M7K4F,2
2026-08-23,H3L9Q1,2
2026-08-23,8V4C6N,2
2026-08-23,P1T8R5,2
2026-08-23,6D2W9K,104
2026-08-23,8K2F6Q,2
2026-08-23,D1W5N9,2
2026-08-23,6P8H3A,2
2026-08-23,Y4C2L7,2
2026-08-23,1M9T5B,2
2026-08-23,5X3R8K,2
2026-08-23,G7Q2D4,33
2026-08-23,N6A1V8,2
2026-08-23,2C8L4P,2
2026-08-23,9H5W1T,2
2026-08-23,24A51X,2
2026-08-23,K8M2Q1,2
2026-08-23,9P3W7C,2
2026-08-23,B7F4L9,2
2026-08-23,T2N8H4,2
2026-08-23,Z5C1R8,2
2026-08-23,4W6J2P,2
2026-08-23,M9D3K7,16
2026-08-23,X1Q8V3,2
2026-08-23,7H5A2E,2
2026-08-23,F3P9W2,2
2026-08-23,L6K1C8,2
2026-08-23,2Y8N4T,2
2026-08-23,R5B7Q3,2
2026-08-23,9C4M1H,2
2026-08-23,H8Q3N1,37
2026-08-23,V2L9D6,2
2026-08-23,A8T3K5,2
2026-08-23,3G7P2W,2
2026-08-23,E4N8J1,2
2026-08-24,7K2N9A,2
2026-08-24,Q4H8L2,2
2026-08-24,3R1B6M,2
2026-08-24,W9C5TD,2
2026-08-24,5J8P2X,2
2026-08-24,2M7K4F,2
2026-08-24,H3L9Q1,2
2026-08-24,8V4C6N,2
2026-08-24,P1T8R5,2
2026-08-24,6D2W9K,104
2026-08-24,8K2F6Q,2
2026-08-24,D1W5N9,2
2026-08-24,6P8H3A,2
2026-08-24,Y4C2L7,2
2026-08-24,1M9T5B,2
2026-08-24,5X3R8K,2
2026-08-24,G7Q2D4,33
2026-08-24,N6A1V8,2
2026-08-24,2C8L4P,2
2026-08-24,9H5W1T,2
2026-08-24,24A51X,2
2026-08-24,K8M2Q1,2
2026-08-24,9P3W7C,2
2026-08-24,B7F4L9,2
2026-08-24,T2N8H4,2
2026-08-24,Z5C1R8,2
2026-08-24,4W6J2P,2
2026-08-24,M9D3K7,16
2026-08-24,X1Q8V3,2
2026-08-24,7H5A2E,2
2026-08-24,F3P9W2,2
2026-08-24,L6K1C8,2
2026-08-24,2Y8N4T,2
2026-08-24,R5B7Q3,2
2026-08-24,9C4M1H,2
2026-08-24,H8Q3N1,37
2026-08-24,V2L9D6,2
2026-08-24,A8T3K5,2
2026-08-24,3G7P2W,2
2026-08-24,E4N8J1,2
2026-08-25,7K2N9A,58
2026-08-25,Q4H8L2,50
2026-08-25,3R1B6M,43
2026-08-25,W9C5TD,30
2026-08-25,5J8P2X,30
2026-08-25,2M7K4F,22
2026-08-25,H3L9Q1,20
2026-08-25,8V4C6N,20
2026-08-25,P1T8R5,18
2026-08-25,6D2W9K,4
2026-08-25,8K2F6Q,58
2026-08-25,D1W5N9,43
2026-08-25,6P8H3A,36
2026-08-25,Y4C2L7,12
2026-08-25,1M9T5B,23
2026-08-25,5X3R8K,22
2026-08-25,G7Q2D4,10
2026-08-25,N6A1V8,19
2026-08-25,2C8L4P,20
2026-08-25,9H5W1T,18
2026-08-25,24A51X,32
2026-08-25,K8M2Q1,30
2026-08-25,9P3W7C,28
2026-08-25,B7F4L9,26
2026-08-25,T2N8H4,25
2026-08-25,Z5C1R8,20
2026-08-25,4W6J2P,13
2026-08-25,M9D3K7,8
2026-08-25,X1Q8V3,12
2026-08-25,7H5A2E,10
2026-08-25,F3P9W2,40
2026-08-25,L6K1C8,30
2026-08-25,2Y8N4T,28
2026-08-25,R5B7Q3,25
2026-08-25,9C4M1H,23
2026-08-25,H8Q3N1,10
2026-08-25,V2L9D6,9
2026-08-25,A8T3K5,23
2026-08-25,3G7P2W,20
2026-08-25,E4N8J1,20
2026-08-26,7K2N9A,57
2026-08-26,Q4H8L2,50
2026-08-26,3R1B6M,43
2026-08-26,W9C5TD,30
2026-08-26,5J8P2X,30
2026-08-26,2M7K4F,22
2026-08-26,H3L9Q1,20
2026-08-26,8V4C6N,20
2026-08-26,P1T8R5,17
2026-08-26,6D2W9K,4
2026-08-26,8K2F6Q,57
2026-08-26,D1W5N9,43
2026-08-26,6P8H3A,36
2026-08-26,Y4C2L7,12
2026-08-26,1M9T5B,23
2026-08-26,5X3R8K,22
2026-08-26,G7Q2D4,10
2026-08-26,N6A1V8,19
2026-08-26,2C8L4P,20
2026-08-26,9H5W1T,17
2026-08-26,24A51X,32
2026-08-26,K8M2Q1,30
2026-08-26,9P3W7C,27
2026-08-26,B7F4L9,26
2026-08-26,T2N8H4,25
2026-08-26,Z5C1R8,20
2026-08-26,4W6J2P,13
2026-08-26,M9D3K7,7
2026-08-26,X1Q8V3,12
2026-08-26,7H5A2E,10
2026-08-26,F3P9W2,40
2026-08-26,L6K1C8,30
2026-08-26,2Y8N4T,27
2026-08-26,R5B7Q3,25
2026-08-26,9C4M1H,23
2026-08-26,H8Q3N1,10
2026-08-26,V2L9D6,9
2026-08-26,A8T3K5,22
2026-08-26,3G7P2W,20
2026-08-26,E4N8J1,20
2026-08-27,7K2N9A,57
2026-08-27,Q4H8L2,50
2026-08-27,3R1B6M,43
2026-08-27,W9C5TD,30
2026-08-27,5J8P2X,30
2026-08-27,2M7K4F,22
2026-08-27,H3L9Q1,20
2026-08-27,8V4C6N,20
2026-08-27,P1T8R5,17
2026-08-27,6D2W9K,4
2026-08-27,8K2F6Q,57
2026-08-27,D1W5N9,43
2026-08-27,6P8H3A,36
2026-08-27,Y4C2L7,12
2026-08-27,1M9T5B,23
2026-08-27,5X3R8K,22
2026-08-27,G7Q2D4,10
2026-08-27,N6A1V8,19
2026-08-27,2C8L4P,20
2026-08-27,9H5W1T,17
2026-08-27,24A51X,32
2026-08-27,K8M2Q1,29
2026-08-27,9P3W7C,27
2026-08-27,B7F4L9,26
2026-08-27,T2N8H4,24
2026-08-27,Z5C1R8,20
2026-08-27,4W6J2P,13
2026-08-27,M9D3K7,7
2026-08-27,X1Q8V3,12
2026-08-27,7H5A2E,10
2026-08-27,F3P9W2,40
2026-08-27,L6K1C8,30
2026-08-27,2Y8N4T,27
2026-08-27,R5B7Q3,25
2026-08-27,9C4M1H,23
2026-08-27,H8Q3N1,10
2026-08-27,V2L9D6,9
2026-08-27,A8T3K5,22
2026-08-27,3G7P2W,20
2026-08-27,E4N8J1,20
2026-08-28,7K2N9A,57
2026-08-28,Q4H8L2,50
2026-08-28,3R1B6M,43
2026-08-28,W9C5TD,30
2026-08-28,5J8P2X,30
2026-08-28,2M7K4F,21
2026-08-28,H3L9Q1,20
2026-08-28,8V4C6N,20
2026-08-28,P1T8R5,17
2026-08-28,6D2W9K,4
2026-08-28,8K2F6Q,57
2026-08-28,D1W5N9,43
2026-08-28,6P8H3A,36
2026-08-28,Y4C2L7,11
2026-08-28,1M9T5B,23
2026-08-28,5X3R8K,21
2026-08-28,G7Q2D4,10
2026-08-28,N6A1V8,19
2026-08-28,2C8L4P,20
2026-08-28,9H5W1T,17
2026-08-28,24A51X,31
2026-08-28,K8M2Q1,29
2026-08-28,9P3W7C,27
2026-08-28,B7F4L9,26
2026-08-28,T2N8H4,24
2026-08-28,Z5C1R8,20
2026-08-28,4W6J2P,13
2026-08-28,M9D3K7,7
2026-08-28,X1Q8V3,11
2026-08-28,7H5A2E,10
2026-08-28,F3P9W2,40
2026-08-28,L6K1C8,30
2026-08-28,2Y8N4T,27
2026-08-28,R5B7Q3,25
2026-08-28,9C4M1H,23
2026-08-28,H8Q3N1,10
2026-08-28,V2L9D6,9
2026-08-28,A8T3K5,22
2026-08-28,3G7P2W,20
2026-08-28,E4N8J1,20
2026-08-29,7K2N9A,57
2026-08-29,Q4H8L2,50
2026-08-29,3R1B6M,43
2026-08-29,W9C5TD,30
2026-08-29,5J8P2X,30
2026-08-29,2M7K4F,21
2026-08-29,H3L9Q1,20
2026-08-29,8V4C6N,20
2026-08-29,P1T8R5,17
2026-08-29,6D2W9K,3
2026-08-29,8K2F6Q,57
2026-08-29,D1W5N9,43
2026-08-29,6P8H3A,36
2026-08-29,Y4C2L7,11
2026-08-29,1M9T5B,23
2026-08-29,5X3R8K,21
2026-08-29,G7Q2D4,10
2026-08-29,N6A1V8,18
2026-08-29,2C8L4P,20
2026-08-29,9H5W1T,17
2026-08-29,24A51X,31
2026-08-29,K8M2Q1,29
2026-08-29,9P3W7C,27
2026-08-29,B7F4L9,26
2026-08-29,T2N8H4,24
2026-08-29,Z5C1R8,20
2026-08-29,4W6J2P,13
2026-08-29,M9D3K7,7
2026-08-29,X1Q8V3,11
2026-08-29,7H5A2E,10
2026-08-29,F3P9W2,40
2026-08-29,L6K1C8,30
2026-08-29,2Y8N4T,27
2026-08-29,R5B7Q3,25
2026-08-29,9C4M1H,23
2026-08-29,H8Q3N1,10
2026-08-29,V2L9D6,8
2026-08-29,A8T3K5,22
2026-08-29,3G7P2W,20
2026-08-29,E4N8J1,20
2026-08-30,7K2N9A,57
2026-08-30,Q4H8L2,50
2026-08-30,3R1B6M,43
2026-08-30,W9C5TD,30
2026-08-30,5J8P2X,30
2026-08-30,2M7K4F,21
2026-08-30,H3L9Q1,20
2026-08-30,8V4C6N,20
2026-08-30,P1T8R5,17
2026-08-30,6D2W9K,3
2026-08-30,8K2F6Q,57
2026-08-30,D1W5N9,43
2026-08-30,6P8H3A,35
2026-08-30,Y4C2L7,11
2026-08-30,1M9T5B,23
2026-08-30,5X3R8K,21
2026-08-30,G7Q2D4,10
2026-08-30,N6A1V8,18
2026-08-30,2C8L4P,20
2026-08-30,9H5W1T,17
2026-08-30,24A51X,31
2026-08-30,K8M2Q1,29
2026-08-30,9P3W7C,27
2026-08-30,B7F4L9,25
2026-08-30,T2N8H4,24
2026-08-30,Z5C1R8,20
2026-08-30,4W6J2P,13
2026-08-30,M9D3K7,7
2026-08-30,X1Q8V3,11
2026-08-30,7H5A2E,10
2026-08-30,F3P9W2,40
2026-08-30,L6K1C8,30
2026-08-30,2Y8N4T,27
2026-08-30,R5B7Q3,25
2026-08-30,9C4M1H,23
2026-08-30,H8Q3N1,10
2026-08-30,V2L9D6,8
2026-08-30,A8T3K5,22
2026-08-30,3G7P2W,20
2026-08-30,E4N8J1,20
2026-08-31,7K2N9A,57
2026-08-31,Q4H8L2,50
2026-08-31,3R1B6M,42
2026-08-31,W9C5TD,30
2026-08-31,5J8P2X,30
2026-08-31,2M7K4F,21
2026-08-31,H3L9Q1,20
2026-08-31,8V4C6N,20
2026-08-31,P1T8R5,17
2026-08-31,6D2W9K,3
2026-08-31,8K2F6Q,57
2026-08-31,D1W5N9,42
2026-08-31,6P8H3A,35
2026-08-31,Y4C2L7,11
2026-08-31,1M9T5B,22
2026-08-31,5X3R8K,21
2026-08-31,G7Q2D4,10
2026-08-31,N6A1V8,18
2026-08-31,2C8L4P,20
2026-08-31,9H5W1T,17
2026-08-31,24A51X,31
2026-08-31,K8M2Q1,29
2026-08-31,9P3W7C,27
2026-08-31,B7F4L9,25
2026-08-31,T2N8H4,24
2026-08-31,Z5C1R8,20
2026-08-31,4W6J2P,12
2026-08-31,M9D3K7,7
2026-08-31,X1Q8V3,11
2026-08-31,7H5A2E,10
2026-08-31,F3P9W2,40
2026-08-31,L6K1C8,30
2026-08-31,2Y8N4T,27
2026-08-31,R5B7Q3,25
2026-08-31,9C4M1H,22
2026-08-31,H8Q3N1,10
2026-08-31,V2L9D6,8
2026-08-31,A8T3K5,22
2026-08-31,3G7P2W,20
2026-08-31,E4N8J1,20
